Press (GPa)	Temp (K)	Density (g/cm^-3)	S (J/(K*g))
0.354813389234	28183829.31264455	9.2011052805712e-07	4e-11
0.354813389234	31622776.60168379	8.200304892004537e-07	4e-11
0.354813389234	35481338.92335753	7.308529427981789e-07	4e-11
0.354813389234	39810717.05534969	6.513733709066859e-07	4.1e-11
0.354813389234	44668359.21509635	5.80537127895923e-07	4.1e-11
0.354813389234	50118723.36272725	5.174042598587118e-07	4.2e-11
0.354813389234	56234132.51903491	4.611370319934734e-07	4.2e-11
0.354813389234	63095734.448019296	4.109888123723943e-07	4.2e-11
0.354813389234	70794578.43841374	3.662941645893705e-07	4.3e-11
0.354813389234	79432823.47242822	3.2646001782319255e-07	4.3e-11
0.354813389234	89125093.8133746	2.9095779714807974e-07	4.4e-11
0.354813389234	100000000.0	2.593164096655542e-07	4.4e-11
0.398107170553	100.0	0.15819144750134903	1e-12
0.398107170553	112.2018454301963	0.1362125113208214	1e-12
0.398107170553	125.89254117941675	0.14441257104320807	2e-12
0.398107170553	141.2537544622754	0.14151614839747984	2e-12
0.398107170553	158.48931924611142	0.13926981541806172	2e-12
0.398107170553	177.82794100389228	0.1363486995071606	2e-12
0.398107170553	199.52623149688787	0.1329596918770151	2e-12
0.398107170553	223.872113856834	0.1294520701784954	2e-12
0.398107170553	251.18864315095797	0.1257569512099963	3e-12
0.398107170553	281.8382931264455	0.12201971323526097	3e-12
0.398107170553	316.22776601683796	0.11808235336655432	3e-12
0.398107170553	354.8133892335753	0.11371506396839624	3e-12
0.398107170553	398.1071705534973	0.10871413132555288	3e-12
0.398107170553	446.683592150963	0.10292597744444752	3e-12
0.398107170553	501.18723362727246	0.09626535129276587	3e-12
0.398107170553	562.341325190349	0.09048154339752974	4e-12
0.398107170553	630.957344480193	0.08766777816106	4e-12
0.398107170553	707.945784384138	0.0780566664470972	4e-12
0.398107170553	794.3282347242813	0.07756039282306817	4e-12
0.398107170553	891.2509381337459	0.07612547228028183	4e-12
0.398107170553	1000.0	0.06690059803314183	4e-12
0.398107170553	1122.018454301963	0.06645688791448605	4e-12
0.398107170553	1258.9254117941675	0.05888300968854579	5e-12
0.398107170553	1412.537544622754	0.05723345978855787	5e-12
0.398107170553	1584.893192461114	0.053004165335538235	5e-12
0.398107170553	1778.2794100389228	0.04810165288480986	5e-12
0.398107170553	1995.2623149688789	0.04368577050936104	5e-12
0.398107170553	2238.72113856834	0.04015595880237131	5e-12
0.398107170553	2511.88643150958	0.03691730588561018	6e-12
0.398107170553	2818.382931264455	0.03372717763619364	6e-12
0.398107170553	3162.2776601683795	0.030653495116134986	6e-12
0.398107170553	3548.133892335753	0.027730646841933253	6e-12
0.398107170553	3981.0717055349733	0.025008635686054208	6e-12
0.398107170553	4466.835921509631	0.022377934585614268	7e-12
0.398107170553	5011.872336272725	0.019826223607312836	7e-12
0.398107170553	5623.413251903491	0.017328461269505428	7e-12
0.398107170553	6309.57344480193	0.01489086752528724	7e-12
0.398107170553	7079.457843841381	0.012568400172410383	8e-12
0.398107170553	7943.282347242814	0.010448886217962984	8e-12
0.398107170553	8912.509381337459	0.008632369070333197	9e-12
0.398107170553	10000.0	0.007164567851740448	9e-12
0.398107170553	11220.18454301963	0.0060262896230392484	1e-11
0.398107170553	12589.254117941662	0.005148610048913109	1e-11
0.398107170553	14125.375446227554	0.004453279976854547	1e-11
0.398107170553	15848.93192461114	0.003876948214044424	1e-11
0.398107170553	17782.794100389227	0.003377691648185868	1.1e-11
0.398107170553	19952.62314968879	0.002930555833118915	1.1e-11
0.398107170553	22387.21138568338	0.0025171552369337566	1.2e-11
0.398107170553	25118.864315095823	0.002129315424096403	1.2e-11
0.398107170553	28183.82931264455	0.0017710874270135072	1.3e-11
0.398107170553	31622.776601683792	0.0014560289162277803	1.4e-11
0.398107170553	35481.33892335753	0.00119585906508086	1.5e-11
0.398107170553	39810.71705534969	0.000991790627826055	1.6e-11
0.398107170553	44668.359215096345	0.0008348529767025263	1.6e-11
0.398107170553	50118.72336272725	0.0007121147805238402	1.7e-11
0.398107170553	56234.13251903491	0.0006140729965610231	1.8e-11
0.398107170553	63095.7344480193	0.0005337771764051687	1.8e-11
0.398107170553	70794.57843841374	0.0004664552656095373	1.8e-11
0.398107170553	79432.82347242821	0.0004084040122129057	1.9e-11
0.398107170553	89125.0938133746	0.00035746209801859434	1.9e-11
0.398107170553	100000.0	0.000312874378553466	2e-11
0.398107170553	112201.84543019629	0.0002675715903849486	2e-11
0.398107170553	125892.54117941661	0.00023624357170948216	2.1e-11
0.398107170553	141253.75446227554	0.00021042144565420665	2.1e-11
0.398107170553	158489.3192461114	0.00018710267644906915	2.2e-11
0.398107170553	177827.94100389228	0.00016613839094680352	2.2e-11
0.398107170553	199526.2314968879	0.0001474314035335328	2.3e-11
0.398107170553	223872.11385683378	0.0001308729825661358	2.3e-11
0.398107170553	251188.6431509582	0.00011632953711433458	2.3e-11
0.398107170553	281838.2931264455	0.00010358574645826813	2.4e-11
0.398107170553	316227.7660168379	9.225501844071769e-05	2.4e-11
0.398107170553	354813.3892335753	8.217694652364968e-05	2.5e-11
0.398107170553	398107.1705534969	7.320824571427212e-05	2.5e-11
0.398107170553	446683.5921509635	6.522588794054581e-05	2.5e-11
0.398107170553	501187.2336272725	5.811523522807469e-05	2.6e-11
0.398107170553	562341.3251903491	5.178214064938994e-05	2.6e-11
0.398107170553	630957.344480193	4.6144505892862246e-05	2.6e-11
0.398107170553	707945.7843841374	4.112538720879416e-05	2.7e-11
0.398107170553	794328.2347242822	3.664460122819434e-05	2.7e-11
0.398107170553	891250.9381337459	3.264600178231925e-05	2.8e-11
0.398107170553	1000000.0	2.9103820286639706e-05	2.8e-11
0.398107170553	1122018.4543019629	2.5937015406309298e-05	2.8e-11
0.398107170553	1258925.411794166	2.3115324788705616e-05	2.9e-11
0.398107170553	1412537.5446227554	2.0601080540329287e-05	2.9e-11
0.398107170553	1584893.1924611141	1.8359886834633888e-05	3e-11
0.398107170553	1778279.410038923	1.6362889591602605e-05	3e-11
0.398107170553	1995262.3149688789	1.45834406990947e-05	3e-11
0.398107170553	2238721.138568338	1.2997205929114265e-05	3.1e-11
0.398107170553	2511886.4315095823	1.1583771977440573e-05	3.1e-11
0.398107170553	2818382.931264455	1.0324047642021286e-05	3.2e-11
0.398107170553	3162277.6601683795	9.2011052805712e-06	3.2e-11
0.398107170553	3548133.892335753	8.200493713176445e-06	3.2e-11
0.398107170553	3981071.7055349695	7.308697715028378e-06	3.3e-11
0.398107170553	4466835.921509635	6.513883695055007e-06	3.3e-11
0.398107170553	5011872.336272725	5.805504954111886e-06	3.4e-11
0.398107170553	5623413.251903491	5.174161736692327e-06	3.4e-11
0.398107170553	6309573.44480193	4.6114765018827684e-06	3.4e-11
0.398107170553	7079457.843841373	4.109982758484734e-06	3.5e-11
0.398107170553	7943282.347242822	3.66302598921304e-06	3.5e-11
0.398107170553	8912509.381337458	3.2646753492944144e-06	3.6e-11
0.398107170553	10000000.0	2.9096449677607616e-06	3.6e-11
0.398107170553	11220184.54301963	2.5932238071529115e-06	3.6e-11
0.398107170553	12589254.117941663	2.3112131509157917e-06	3.7e-11
0.398107170553	14125375.446227554	2.0598708889807505e-06	3.7e-11
0.398107170553	15848931.924611142	1.8358195904435907e-06	3.8e-11
0.398107170553	17782794.100389227	1.636213607004017e-06	3.8e-11
0.398107170553	19952623.149688788	1.458243334549312e-06	3.8e-11
0.398107170553	22387211.385683376	1.2996906660833487e-06	3.9e-11
0.398107170553	25118864.315095823	1.1583505254304575e-06	3.9e-11
0.398107170553	28183829.31264455	1.0323572213004527e-06	3.9e-11
0.398107170553	31622776.60168379	9.200893419731756e-07	4e-11
0.398107170553	35481338.92335753	8.200304892004537e-07	4e-11
0.398107170553	39810717.05534969	7.308529427981789e-07	4.1e-11
0.398107170553	44668359.21509635	6.513733709066859e-07	4.1e-11
0.398107170553	50118723.36272725	5.80537127895923e-07	4.1e-11
0.398107170553	56234132.51903491	5.174042598587118e-07	4.2e-11
0.398107170553	63095734.448019296	4.611370319934734e-07	4.2e-11
0.398107170553	70794578.43841374	4.109888123723943e-07	4.3e-11
0.398107170553	79432823.47242822	3.662941645893705e-07	4.3e-11
0.398107170553	89125093.8133746	3.2646001782319255e-07	4.3e-11
0.398107170553	100000000.0	2.9095779714807974e-07	4.4e-11
0.446683592151	100.0	0.16537505437851405	1e-12
0.446683592151	112.2018454301963	0.14254992724854618	1e-12
0.446683592151	125.89254117941675	0.14917876243914988	2e-12
0.446683592151	141.2537544622754	0.14642761881539085	2e-12
0.446683592151	158.48931924611142	0.1443131811130086	2e-12
0.446683592151	177.82794100389228	0.141509631488064	2e-12
0.446683592151	199.52623149688787	0.1382381776479932	2e-12
0.446683592151	223.872113856834	0.13485094679434373	2e-12
0.446683592151	251.18864315095797	0.13127257369858217	3e-12
0.446683592151	281.8382931264455	0.12751227668948759	3e-12
0.446683592151	316.22776601683796	0.12346987259236876	3e-12
0.446683592151	354.8133892335753	0.11902028887244623	3e-12
0.446683592151	398.1071705534973	0.11404572226781456	3e-12
0.446683592151	446.683592150963	0.10845985013224298	3e-12
0.446683592151	501.18723362727246	0.10221979367012528	3e-12
0.446683592151	562.341325190349	0.09687015619482024	4e-12
0.446683592151	630.957344480193	0.09399180721041966	4e-12
0.446683592151	707.945784384138	0.08446951488445788	4e-12
0.446683592151	794.3282347242813	0.08377993131900054	4e-12
0.446683592151	891.2509381337459	0.08241950464234667	4e-12
0.446683592151	1000.0	0.07254542010263747	4e-12
0.446683592151	1122.018454301963	0.07233858344015391	4e-12
0.446683592151	1258.9254117941675	0.06403538131728283	5e-12
0.446683592151	1412.537544622754	0.06257055396541178	5e-12
0.446683592151	1584.893192461114	0.05808714081344354	5e-12
0.446683592151	1778.2794100389228	0.05267081033684132	5e-12
0.446683592151	1995.2623149688789	0.04775402693021522	5e-12
0.446683592151	2238.72113856834	0.04397643298768667	5e-12
0.446683592151	2511.88643150958	0.040586350352648196	5e-12
0.446683592151	2818.382931264455	0.037198035109574784	6e-12
0.446683592151	3162.2776601683795	0.03388285521484449	6e-12
0.446683592151	3548.133892335753	0.030655612657698516	6e-12
0.446683592151	3981.0717055349733	0.02772873134287189	6e-12
0.446683592151	4466.835921509631	0.024882843036796998	6e-12
0.446683592151	5011.872336272725	0.022098866585142835	7e-12
0.446683592151	5623.413251903491	0.019372693167938923	7e-12
0.446683592151	6309.57344480193	0.016707443456406554	7e-12
0.446683592151	7079.457843841381	0.014156959837653069	8e-12
0.446683592151	7943.282347242814	0.011810818618518647	8e-12
0.446683592151	8912.509381337459	0.009778449562516068	9e-12
0.446683592151	10000.0	0.008116709449781663	9e-12
0.446683592151	11220.18454301963	0.006817576188272209	9e-12
0.446683592151	12589.254117941662	0.005812192637695638	1e-11
0.446683592151	14125.375446227554	0.00501729919564622	1e-11
0.446683592151	15848.93192461114	0.00436304809145518	1e-11
0.446683592151	17782.794100389227	0.003800756089549992	1.1e-11
0.446683592151	19952.62314968879	0.0032994382133842612	1.1e-11
0.446683592151	22387.21138568338	0.002837396312582944	1.2e-11
0.446683592151	25118.864315095823	0.0024049164887444035	1.2e-11
0.446683592151	28183.82931264455	0.0020047951361226186	1.3e-11
0.446683592151	31622.776601683792	0.0016510491426017196	1.4e-11
0.446683592151	35481.33892335753	0.0013565006306335003	1.5e-11
0.446683592151	39810.71705534969	0.0011240354285333729	1.6e-11
0.446683592151	44668.359215096345	0.0009447784964595481	1.6e-11
0.446683592151	50118.72336272725	0.0008046555294047614	1.7e-11
0.446683592151	56234.13251903491	0.0006929469698425558	1.7e-11
0.446683592151	63095.7344480193	0.0006016999840787084	1.8e-11
0.446683592151	70794.57843841374	0.0005253878195497336	1.8e-11
0.446683592151	79432.82347242821	0.00045981168117196445	1.9e-11
0.446683592151	89125.0938133746	0.0004023926134851948	1.9e-11
0.446683592151	100000.0	0.0003521437623653787	2e-11
0.446683592151	112201.84543019629	0.00030079457552358344	2e-11
0.446683592151	125892.54117941661	0.0002654544438127308	2.1e-11
0.446683592151	141253.75446227554	0.0002363904895241682	2.1e-11
0.446683592151	158489.3192461114	0.00021013577690467467	2.2e-11
0.446683592151	177827.94100389228	0.00018654774344007455	2.2e-11
0.446683592151	199526.2314968879	0.00016550838464428493	2.2e-11
0.446683592151	223872.11385683378	0.00014689601013107703	2.3e-11
0.446683592151	251188.6431509582	0.00013055695126910994	2.3e-11
0.446683592151	281838.2931264455	0.0001162492072650655	2.4e-11
0.446683592151	316227.7660168379	0.00010352851867339194	2.4e-11
0.446683592151	354813.3892335753	9.221466651242649e-05	2.4e-11
0.446683592151	398107.1705534969	8.214856851283273e-05	2.5e-11
0.446683592151	446683.5921509635	7.318970555865768e-05	2.5e-11
0.446683592151	501187.2336272725	6.521087085379327e-05	2.6e-11
0.446683592151	562341.3251903491	5.810319310119067e-05	2.6e-11
0.446683592151	630957.344480193	5.177737155761248e-05	2.6e-11
0.446683592151	707945.7843841374	4.6144505892862246e-05	2.7e-11
0.446683592151	794328.2347242822	4.111686556848798e-05	2.7e-11
0.446683592151	891250.9381337459	3.66302598921304e-05	2.8e-11
0.446683592151	1000000.0	3.265502345229766e-05	2.8e-11
0.446683592151	1122018.4543019629	2.910180993539336e-05	2.8e-11
0.446683592151	1258925.411794166	2.593641819133467e-05	2.9e-11
0.446683592151	1412537.5446227554	2.3115324788705616e-05	2.9e-11
0.446683592151	1584893.1924611141	2.0600606188380985e-05	2.9e-11
0.446683592151	1778279.410038923	1.8359886834633888e-05	3e-11
0.446683592151	1995262.3149688789	1.6362889591602605e-05	3e-11
0.446683592151	2238721.138568338	1.4583104906829096e-05	3.1e-11
0.446683592151	2511886.4315095823	1.2997205929114265e-05	3.1e-11
0.446683592151	2818382.931264455	1.1583771977440573e-05	3.1e-11
0.446683592151	3162277.6601683795	1.0323809924776127e-05	3.2e-11
0.446683592151	3548133.892335753	9.2011052805712e-06	3.2e-11
0.446683592151	3981071.7055349695	8.200493713176445e-06	3.3e-11
0.446683592151	4466835.921509635	7.308697715028378e-06	3.3e-11
0.446683592151	5011872.336272725	6.513883695055007e-06	3.3e-11
0.446683592151	5623413.251903491	5.805504954111886e-06	3.4e-11
0.446683592151	6309573.44480193	5.174161736692327e-06	3.4e-11
0.446683592151	7079457.843841373	4.6114765018827684e-06	3.5e-11
0.446683592151	7943282.347242822	4.109982758484734e-06	3.5e-11
0.446683592151	8912509.381337458	3.66302598921304e-06	3.5e-11
0.446683592151	10000000.0	3.2646753492944144e-06	3.6e-11
0.446683592151	11220184.54301963	2.9096449677607616e-06	3.6e-11
0.446683592151	12589254.117941663	2.5932238071529115e-06	3.7e-11
0.446683592151	14125375.446227554	2.3112131509157917e-06	3.7e-11
0.446683592151	15848931.924611142	2.0598708889807505e-06	3.7e-11
0.446683592151	17782794.100389227	1.8358618622384868e-06	3.8e-11
0.446683592151	19952623.149688788	1.636213607004017e-06	3.8e-11
0.446683592151	22387211.385683376	1.4582769122295304e-06	3.9e-11
0.446683592151	25118864.315095823	1.2996906660833487e-06	3.9e-11
0.446683592151	28183829.31264455	1.1583505254304575e-06	3.9e-11
0.446683592151	31622776.60168379	1.0323809924776128e-06	4e-11
0.446683592151	35481338.92335753	9.200893419731756e-07	4e-11
0.446683592151	39810717.05534969	8.200304892004537e-07	4.1e-11
0.446683592151	44668359.21509635	7.308529427981789e-07	4.1e-11
0.446683592151	50118723.36272725	6.513733709066859e-07	4.1e-11
0.446683592151	56234132.51903491	5.80537127895923e-07	4.2e-11
0.446683592151	63095734.448019296	5.174042598587118e-07	4.2e-11
0.446683592151	70794578.43841374	4.611370319934734e-07	4.3e-11
0.446683592151	79432823.47242822	4.109888123723943e-07	4.3e-11
0.446683592151	89125093.8133746	3.662941645893705e-07	4.3e-11
0.446683592151	100000000.0	3.2646001782319255e-07	4.4e-11
0.501187233627	100.0	0.1727479888602332	1e-12
0.501187233627	112.2018454301963	0.14906407861497856	1e-12
0.501187233627	125.89254117941675	0.15413561514423516	2e-12
0.501187233627	141.2537544622754	0.15143490868141277	2e-12
0.501187233627	158.48931924611142	0.14945071598907955	2e-12
0.501187233627	177.82794100389228	0.1467624658485117	2e-12
0.501187233627	199.52623149688787	0.14360745971624828	2e-12
0.501187233627	223.872113856834	0.1403398474134399	2e-12
0.501187233627	251.18864315095797	0.13687716452144896	3e-12
0.501187233627	281.8382931264455	0.13302828739056383	3e-12
0.501187233627	316.22776601683796	0.1287849162857729	3e-12
0.501187233627	354.8133892335753	0.12418553139027384	3e-12
0.501187233627	398.1071705534973	0.11925209022522605	3e-12
0.501187233627	446.683592150963	0.11400843916615828	3e-12
0.501187233627	501.18723362727246	0.10849207112376193	3e-12
0.501187233627	562.341325190349	0.10385274974791059	4e-12
0.501187233627	630.957344480193	0.10081125005311703	4e-12
0.501187233627	707.945784384138	0.09184594775848395	4e-12
0.501187233627	794.3282347242813	0.09064210861459641	4e-12
0.501187233627	891.2509381337459	0.08917641311094522	4e-12
0.501187233627	1000.0	0.07886240186756341	4e-12
0.501187233627	1122.018454301963	0.07868827050026624	4e-12
0.501187233627	1258.9254117941675	0.06972844817913265	5e-12
0.501187233627	1412.537544622754	0.06834079081641035	5e-12
0.501187233627	1584.893192461114	0.06358285138006939	5e-12
0.501187233627	1778.2794100389228	0.05761956828469756	5e-12
0.501187233627	1995.2623149688789	0.052149482126852616	5e-12
0.501187233627	2238.72113856834	0.04809500785490996	5e-12
0.501187233627	2511.88643150958	0.044553312603617015	5e-12
0.501187233627	2818.382931264455	0.040966607412216	6e-12
0.501187233627	3162.2776601683795	0.03740330683729264	6e-12
0.501187233627	3548.133892335753	0.03382361326605404	6e-12
0.501187233627	3981.0717055349733	0.03068386052701506	6e-12
0.501187233627	4466.835921509631	0.027622946354874885	6e-12
0.501187233627	5011.872336272725	0.024607075399751373	7e-12
0.501187233627	5623.413251903491	0.021636649009800554	7e-12
0.501187233627	6309.57344480193	0.01872707716483293	7e-12
0.501187233627	7079.457843841381	0.01593052175472673	8e-12
0.501187233627	7943.282347242814	0.013339206629666466	8e-12
0.501187233627	8912.509381337459	0.011070825362166827	9e-12
0.501187233627	10000.0	0.009194328152749374	9e-12
0.501187233627	11220.18454301963	0.007714006491532143	9e-12
0.501187233627	12589.254117941662	0.006563265909897665	1e-11
0.501187233627	14125.375446227554	0.00565470560978561	1e-11
0.501187233627	15848.93192461114	0.004911453085554585	1e-11
0.501187233627	17782.794100389227	0.004277204351598792	1.1e-11
0.501187233627	19952.62314968879	0.0037144113695090557	1.1e-11
0.501187233627	22387.21138568338	0.0031977168102445257	1.2e-11
0.501187233627	25118.864315095823	0.002715063554150897	1.2e-11
0.501187233627	28183.82931264455	0.002268297426224476	1.3e-11
0.501187233627	31622.776601683792	0.0018714576339281168	1.4e-11
0.501187233627	35481.33892335753	0.0015384380049567208	1.5e-11
0.501187233627	39810.71705534969	0.0012739430093667578	1.5e-11
0.501187233627	44668.359215096345	0.0010692764452642893	1.6e-11
0.501187233627	50118.72336272725	0.0009093896351773164	1.7e-11
0.501187233627	56234.13251903491	0.0007821138920958835	1.7e-11
0.501187233627	63095.7344480193	0.000678359638389255	1.8e-11
0.501187233627	70794.57843841374	0.0005918613767092566	1.8e-11
0.501187233627	79432.82347242821	0.0005177379502702572	1.9e-11
0.501187233627	89125.0938133746	0.00045300187543224023	1.9e-11
0.501187233627	100000.0	0.0003963692911508104	2e-11
0.501187233627	112201.84543019629	0.0003381660463499495	2e-11
0.501187233627	125892.54117941661	0.00029829776540041665	2.1e-11
0.501187233627	141253.75446227554	0.00026556448827609694	2.1e-11
0.501187233627	158489.3192461114	0.00023601521435870424	2.1e-11
0.501187233627	177827.94100389228	0.00020947393930547753	2.2e-11
0.501187233627	199526.2314968879	0.00018581039219243053	2.2e-11
0.501187233627	223872.11385683378	0.0001648845639254611	2.3e-11
0.501187233627	251188.6431509582	0.0001465277901930045	2.3e-11
0.501187233627	281838.2931264455	0.0001304607887842999	2.3e-11
0.501187233627	316227.7660168379	0.00011618230809911044	2.4e-11
0.501187233627	354813.3892335753	0.00010348085300490069	2.4e-11
0.501187233627	398107.1705534969	9.218282219459177e-05	2.5e-11
0.501187233627	446683.5921509635	8.212587316014377e-05	2.5e-11
0.501187233627	501187.2336272725	7.317285494623261e-05	2.5e-11
0.501187233627	562341.3251903491	6.519585722445456e-05	2.6e-11
0.501187233627	630957.344480193	5.809784184577735e-05	2.6e-11
0.501187233627	707945.7843841374	5.177737155761248e-05	2.7e-11
0.501187233627	794328.2347242822	4.613600654359392e-05	2.7e-11
0.501187233627	891250.9381337459	4.1100773954246045e-05	2.7e-11
0.501187233627	1000000.0	3.664038260541613e-05	2.8e-11
0.501187233627	1122018.4543019629	3.265351966751959e-05	2.8e-11
0.501187233627	1258925.411794166	2.91011398491707e-05	2.9e-11
0.501187233627	1412537.5446227554	2.593582099011132e-05	2.9e-11
0.501187233627	1584893.1924611141	2.3114792544810513e-05	2.9e-11
0.501187233627	1778279.410038923	2.0600131847354875e-05	3e-11
0.501187233627	1995262.3149688789	1.8359464087483634e-05	3e-11
0.501187233627	2238721.138568338	1.6362889591602605e-05	3.1e-11
0.501187233627	2511886.4315095823	1.4583104906829096e-05	3.1e-11
0.501187233627	2818382.931264455	1.2997205929114265e-05	3.1e-11
0.501187233627	3162277.6601683795	1.1583771977440573e-05	3.2e-11
0.501187233627	3548133.892335753	1.0323809924776127e-05	3.2e-11
0.501187233627	3981071.7055349695	9.2011052805712e-06	3.2e-11
0.501187233627	4466835.921509635	8.200493713176445e-06	3.3e-11
0.501187233627	5011872.336272725	7.308697715028378e-06	3.3e-11
0.501187233627	5623413.251903491	6.513883695055007e-06	3.4e-11
0.501187233627	6309573.44480193	5.805504954111886e-06	3.4e-11
0.501187233627	7079457.843841373	5.174161736692327e-06	3.4e-11
0.501187233627	7943282.347242822	4.6114765018827684e-06	3.5e-11
0.501187233627	8912509.381337458	4.109982758484734e-06	3.5e-11
0.501187233627	10000000.0	3.662941645893705e-06	3.6e-11
0.501187233627	11220184.54301963	3.2646001782319253e-06	3.6e-11
0.501187233627	12589254.117941663	2.9096449677607616e-06	3.6e-11
0.501187233627	14125375.446227554	2.5931640966555423e-06	3.7e-11
0.501187233627	15848931.924611142	2.3111599338789998e-06	3.7e-11
0.501187233627	17782794.100389227	2.0598234592467846e-06	3.8e-11
0.501187233627	19952623.149688788	1.8358195904435907e-06	3.8e-11
0.501187233627	22387211.385683376	1.636213607004017e-06	3.8e-11
0.501187233627	25118864.315095823	1.458243334549312e-06	3.9e-11
0.501187233627	28183829.31264455	1.2996607399443562e-06	3.9e-11
0.501187233627	31622776.60168379	1.1583505254304575e-06	4e-11
0.501187233627	35481338.92335753	1.0323572213004527e-06	4e-11
0.501187233627	39810717.05534969	9.200893419731756e-07	4e-11
0.501187233627	44668359.21509635	8.200304892004537e-07	4.1e-11
0.501187233627	50118723.36272725	7.308529427981789e-07	4.1e-11
0.501187233627	56234132.51903491	6.513733709066859e-07	4.2e-11
0.501187233627	63095734.448019296	5.80537127895923e-07	4.2e-11
0.501187233627	70794578.43841374	5.174042598587118e-07	4.2e-11
0.501187233627	79432823.47242822	4.611370319934734e-07	4.3e-11
0.501187233627	89125093.8133746	4.109888123723943e-07	4.3e-11
0.501187233627	100000000.0	3.662941645893705e-07	4.4e-11
0.56234132519	100.0	0.1803100774806932	1e-12
0.56234132519	112.2018454301963	0.15575679422982372	1e-12
0.56234132519	125.89254117941675	0.15981590557228212	2e-12
0.56234132519	141.2537544622754	0.15655069500408306	2e-12
0.56234132519	158.48931924611142	0.15469240803527914	2e-12
0.56234132519	177.82794100389228	0.1521188382525821	2e-12
0.56234132519	199.52623149688787	0.14907746529232435	2e-12
0.56234132519	223.872113856834	0.14592812421140217	2e-12
0.56234132519	251.18864315095797	0.1425820977451737	2e-12
0.56234132519	281.8382931264455	0.13856769730738006	3e-12
0.56234132519	316.22776601683796	0.13400561616674575	3e-12
0.56234132519	354.8133892335753	0.12917039867563918	3e-12
0.56234132519	398.1071705534973	0.12428651198079005	3e-12
0.56234132519	446.683592150963	0.11954543591904337	3e-12
0.56234132519	501.18723362727246	0.11511661216316144	3e-12
0.56234132519	562.341325190349	0.1115372673186962	3e-12
0.56234132519	630.957344480193	0.10820666200887775	4e-12
0.56234132519	707.945784384138	0.10042619309721182	4e-12
0.56234132519	794.3282347242813	0.09826525828295317	4e-12
0.56234132519	891.2509381337459	0.09643618024247128	4e-12
0.56234132519	1000.0	0.08599634631959366	4e-12
0.56234132519	1122.018454301963	0.08554999726639972	4e-12
0.56234132519	1258.9254117941675	0.07606414711253957	5e-12
0.56234132519	1412.537544622754	0.07458130873705421	5e-12
0.56234132519	1584.893192461114	0.0695104339826806	5e-12
0.56234132519	1778.2794100389228	0.06297816465042533	5e-12
0.56234132519	1995.2623149688789	0.056907564591810574	5e-12
0.56234132519	2238.72113856834	0.05254362117846979	5e-12
0.56234132519	2511.88643150958	0.04884386250084113	5e-12
0.56234132519	2818.382931264455	0.045056764284843544	6e-12
0.56234132519	3162.2776601683795	0.041238228432173084	6e-12
0.56234132519	3548.133892335753	0.037253750359869206	6e-12
0.56234132519	3981.0717055349733	0.03389299909343545	6e-12
0.56234132519	4466.835921509631	0.03061328960612526	6e-12
0.56234132519	5011.872336272725	0.027362766221957203	7e-12
0.56234132519	5623.413251903491	0.02413848449647637	7e-12
0.56234132519	6309.57344480193	0.020967178862529277	7e-12
0.56234132519	7079.457843841381	0.01790770782524292	8e-12
0.56234132519	7943.282347242814	0.015052200686321297	8e-12
0.56234132519	8912.509381337459	0.012526507420229758	8e-12
0.56234132519	10000.0	0.010412619533417005	9e-12
0.56234132519	11220.18454301963	0.008729110677450623	9e-12
0.56234132519	12589.254117941662	0.007413443806852176	1e-11
0.56234132519	14125.375446227554	0.006375144015543277	1e-11
0.56234132519	15848.93192461114	0.005529934661966639	1e-11
0.56234132519	17782.794100389227	0.0048138216963845345	1.1e-11
0.56234132519	19952.62314968879	0.00418138348889104	1.1e-11
0.56234132519	22387.21138568338	0.0036031305671662146	1.1e-11
0.56234132519	25118.864315095823	0.003064361518935025	1.2e-11
0.56234132519	28183.82931264455	0.0025653699309045068	1.3e-11
0.56234132519	31622.776601683792	0.00212031311673985	1.4e-11
0.56234132519	35481.33892335753	0.0017443755870915388	1.4e-11
0.56234132519	39810.71705534969	0.001443876340290056	1.5e-11
0.56234132519	44668.359215096345	0.0012103194151187671	1.6e-11
0.56234132519	50118.72336272725	0.0010278742822366043	1.6e-11
0.56234132519	56234.13251903491	0.0008828969163840353	1.7e-11
0.56234132519	63095.7344480193	0.0007649446296851061	1.7e-11
0.56234132519	70794.57843841374	0.0006668374775072352	1.8e-11
0.56234132519	79432.82347242821	0.0005830287889547447	1.8e-11
0.56234132519	89125.0938133746	0.0005100232801042227	1.9e-11
0.56234132519	100000.0	0.0004461901719246108	1.9e-11
0.56234132519	112201.84543019629	0.0003802069050924423	2e-11
0.56234132519	125892.54117941661	0.0003352354982135589	2e-11
0.56234132519	141253.75446227554	0.0002983733291282351	2.1e-11
0.56234132519	158489.3192461114	0.0002651001661959398	2.1e-11
0.56234132519	177827.94100389228	0.00023522311666462588	2.2e-11
0.56234132519	199526.2314968879	0.00020860753918371615	2.2e-11
0.56234132519	223872.11385683378	0.0001850759554097505	2.2e-11
0.56234132519	251188.6431509582	0.00016445610494040752	2.3e-11
0.56234132519	281838.2931264455	0.0001464131215648491	2.3e-11
0.56234132519	316227.7660168379	0.00013037970678295125	2.4e-11
0.56234132519	354813.3892335753	0.0001161234686803195	2.4e-11
0.56234132519	398107.1705534969	0.00010344273627156724	2.4e-11
0.56234132519	446683.5921509635	9.215735465815815e-05	2.5e-11
