Press (GPa)	Temp (K)	Density (g/cm^-3)	S (J/(K*g))
1.58489e-07	4466835.921509635	1e-09	1.98e-10
1.58489e-07	5011872.336272725	1e-09	1.65e-10
1.58489e-07	5623413.251903491	1e-09	8.38e-10
1.58489e-07	6309573.44480193	1e-09	2.845e-09
1.58489e-07	7079457.843841373	1e-09	85506.67128846841
1.58489e-07	7943282.347242822	1e-09	42825.25917889201
1.58489e-07	8912509.381337458	1e-09	7.22e-10
1.58489e-07	10000000.0	1e-09	8.69e-10
1.58489e-07	11220184.54301963	1e-09	1.5872e-08
1.58489e-07	12589254.117941663	1e-09	4.44e-10
1.58489e-07	14125375.446227554	1e-09	1.24248e-07
1.58489e-07	15848931.924611142	1e-09	1.504e-09
1.58489e-07	17782794.100389227	1e-09	159882157450.80997
1.58489e-07	19952623.149688788	1e-09	8.0503e-08
1.58489e-07	22387211.385683376	1e-09	396551867991.6782
1.58489e-07	25118864.315095823	1e-09	18741.31239976755
1.58489e-07	28183829.31264455	1e-09	4.1985564819737815e+21
1.58489e-07	31622776.60168379	1e-09	6.021e-09
1.58489e-07	35481338.92335753	1e-09	2.183735327602166e+23
1.58489e-07	39810717.05534969	1e-09	9.898e-09
1.58489e-07	44668359.21509635	1e-09	2.351e-09
1.58489e-07	50118723.36272725	1e-09	1.5409e-08
1.58489e-07	56234132.51903491	1e-09	3.6407e-08
1.58489e-07	63095734.448019296	1e-09	2.3370069e-05
1.58489e-07	70794578.43841374	1e-09	4.205329212180448e+30
1.58489e-07	79432823.47242822	1e-09	4.8039668292968427e+24
1.58489e-07	89125093.8133746	1e-09	7.4633e-08
1.58489e-07	100000000.0	1e-09	5.83445104273752e+65
1.77828e-07	100.0	4.992752065374666e-07	7e-12
1.77828e-07	112.2018454301963	4.4482583227858497e-07	7e-12
1.77828e-07	125.89254117941675	3.966157897524153e-07	7e-12
1.77828e-07	141.2537544622754	3.53581879483005e-07	7e-12
1.77828e-07	158.48931924611142	3.150431201378131e-07	7e-12
1.77828e-07	177.82794100389228	2.807242951051427e-07	7e-12
1.77828e-07	199.52623149688787	2.5020155240671475e-07	8e-12
1.77828e-07	223.872113856834	2.2304372010718287e-07	8e-12
1.77828e-07	251.18864315095797	1.9877419348126645e-07	8e-12
1.77828e-07	281.8382931264455	1.7712913427270052e-07	8e-12
1.77828e-07	316.22776601683796	1.5787377728008186e-07	8e-12
1.77828e-07	354.8133892335753	1.4071163196850894e-07	8e-12
1.77828e-07	398.1071705534973	1.2541226168906067e-07	8e-12
1.77828e-07	446.683592150963	1.1177894337589823e-07	8e-12
1.77828e-07	501.18723362727246	9.962079426740075e-08	9e-12
1.77828e-07	562.341325190349	8.878099336287055e-08	9e-12
1.77828e-07	630.957344480193	7.913525388146143e-08	9e-12
1.77828e-07	707.945784384138	7.052124973499717e-08	9e-12
1.77828e-07	794.3282347242813	6.285357722511792e-08	9e-12
1.77828e-07	891.2509381337459	5.602217940834597e-08	9e-12
1.77828e-07	1000.0	4.992752065374667e-08	9e-12
1.77828e-07	1122.018454301963	4.449794962134369e-08	1e-11
1.77828e-07	1258.9254117941675	3.9658839345050726e-08	1e-11
1.77828e-07	1412.537544622754	3.5343536242254903e-08	1e-11
1.77828e-07	1584.893192461114	3.14876319183973e-08	1e-11
1.77828e-07	1778.2794100389228	2.7994324984804563e-08	1e-11
1.77828e-07	1995.2623149688789	2.4638825400933113e-08	1.1e-11
1.77828e-07	2238.72113856834	2.0860273587291658e-08	1.1e-11
1.77828e-07	2511.88643150958	1.5892418758146427e-08	1.3e-11
1.77828e-07	2818.382931264455	1.1035194698442242e-08	1.6e-11
1.77828e-07	3162.2776601683795	8.602803438120588e-09	1.7e-11
1.77828e-07	3548.133892335753	8.197473096096155e-09	1.8e-11
1.77828e-07	3981.0717055349733	7.876803293160121e-09	1.8e-11
1.77828e-07	4466.835921509631	4.8586990555832705e-09	1.8e-11
1.77828e-07	5011.872336272725	5.402191807920395e-09	1.9e-11
1.77828e-07	5623.413251903491	5.832167655271122e-09	1.8e-11
1.77828e-07	6309.57344480193	4.559319216592213e-09	1.8e-11
1.77828e-07	7079.457843841381	1.5082731503956696e-09	2.2e-11
1.77828e-07	7943.282347242814	3.763310047709336e-09	1.9e-11
1.77828e-07	8912.509381337459	3.0466320046155393e-09	1.7e-11
1.77828e-07	10000.0	1.319562606202498e-09	1.5205475297325033e+103
1.77828e-07	11220.18454301963	1.3054192120983738e-09	1.5e-11
1.77828e-07	12589.254117941662	1.2530834669864234e-09	2.464e-09
1.77828e-07	14125.375446227554	1e-09	1.102e-09
1.77828e-07	15848.93192461114	1e-09	1.91e-10
1.77828e-07	17782.794100389227	1e-09	4.65e-10
1.77828e-07	19952.62314968879	1e-09	1.02e-10
1.77828e-07	22387.21138568338	1e-09	1.45e-10
1.77828e-07	25118.864315095823	1e-09	5.5e-11
1.77828e-07	28183.82931264455	1e-09	1.036e-09
1.77828e-07	31622.776601683792	1e-09	7.3e-11
1.77828e-07	35481.33892335753	1e-09	1.4158e-08
1.77828e-07	39810.71705534969	1e-09	8.267039e-06
1.77828e-07	44668.359215096345	1e-09	2.524004e-06
1.77828e-07	50118.72336272725	1e-09	4.3852e-08
1.77828e-07	56234.13251903491	1e-09	1.8623e-08
1.77828e-07	63095.7344480193	1e-09	7.6026e-08
1.77828e-07	70794.57843841374	1e-09	2.58708e-07
1.77828e-07	79432.82347242821	1e-09	6.13592e-07
1.77828e-07	89125.0938133746	1e-09	1.794692e-06
1.77828e-07	100000.0	1e-09	2.01062e-05
1.77828e-07	112201.84543019629	1e-09	2.6011776e-05
1.77828e-07	125892.54117941661	1e-09	9.7876854e-05
1.77828e-07	141253.75446227554	1e-09	0.000413790009
1.77828e-07	158489.3192461114	1e-09	0.00204663313
1.77828e-07	177827.94100389228	1e-09	0.010109274751
1.77828e-07	199526.2314968879	1e-09	0.056899703064
1.77828e-07	223872.11385683378	1e-09	0.337465981494
1.77828e-07	251188.6431509582	1e-09	2.247501550421
1.77828e-07	281838.2931264455	1e-09	14.233116364666
1.77828e-07	316227.7660168379	1e-09	98.741563574687
1.77828e-07	354813.3892335753	1e-09	838.880308340861
1.77828e-07	398107.1705534969	1e-09	7206.095277894137
1.77828e-07	446683.5921509635	1e-09	70648.02086156543
1.77828e-07	501187.2336272725	1e-09	746105.0851930628
1.77828e-07	562341.3251903491	1e-09	9685008.361475434
1.77828e-07	630957.344480193	1e-09	99953958.90030889
1.77828e-07	707945.7843841374	1e-09	1482518085.1459515
1.77828e-07	794328.2347242822	1e-09	21222668969.00775
1.77828e-07	891250.9381337459	1e-09	383530582456.8594
1.77828e-07	1000000.0	1e-09	0.004795898686
1.77828e-07	1122018.4543019629	1e-09	7e-11
1.77828e-07	1258925.411794166	1e-09	2.9e-11
1.77828e-07	1412537.5446227554	1e-09	1.06e-10
1.77828e-07	1584893.1924611141	1e-09	10.529312128434
1.77828e-07	1778279.410038923	1e-09	8.23e-10
1.77828e-07	1995262.3149688789	1e-09	1.63e-10
1.77828e-07	2238721.138568338	1e-09	2158.24130536886
1.77828e-07	2511886.4315095823	1e-09	7e-12
1.77828e-07	2818382.931264455	1e-09	1.11e-10
1.77828e-07	3162277.6601683795	1e-09	0.232996823377
1.77828e-07	3548133.892335753	1e-09	7e-11
1.77828e-07	3981071.7055349695	1e-09	5.31e-10
1.77828e-07	4466835.921509635	1e-09	1.83e-10
1.77828e-07	5011872.336272725	1e-09	1.47e-10
1.77828e-07	5623413.251903491	1e-09	7.49e-10
1.77828e-07	6309573.44480193	1e-09	2.373e-09
1.77828e-07	7079457.843841373	1e-09	22243.339984851158
1.77828e-07	7943282.347242822	1e-09	11633.221573175344
1.77828e-07	8912509.381337458	1e-09	6.47e-10
1.77828e-07	10000000.0	1e-09	7.1e-10
1.77828e-07	11220184.54301963	1e-09	1.1563e-08
1.77828e-07	12589254.117941663	1e-09	3.79e-10
1.77828e-07	14125375.446227554	1e-09	8.4631e-08
1.77828e-07	15848931.924611142	1e-09	1.217e-09
1.77828e-07	17782794.100389227	1e-09	28575905433.749435
1.77828e-07	19952623.149688788	1e-09	5.6326e-08
1.77828e-07	22387211.385683376	1e-09	71499005315.9998
1.77828e-07	25118864.315095823	1e-09	6068.760518767987
1.77828e-07	28183829.31264455	1e-09	3.655947916131239e+20
1.77828e-07	31622776.60168379	1e-09	4.719e-09
1.77828e-07	35481338.92335753	1e-09	1.7635996338980005e+22
1.77828e-07	39810717.05534969	1e-09	7.677e-09
1.77828e-07	44668359.21509635	1e-09	1.919e-09
1.77828e-07	50118723.36272725	1e-09	1.1818e-08
1.77828e-07	56234132.51903491	1e-09	2.7202e-08
1.77828e-07	63095734.448019296	1e-09	1.4088021e-05
1.77828e-07	70794578.43841374	1e-09	2.376840286624864e+29
1.77828e-07	79432823.47242822	1e-09	4.224740129875437e+23
1.77828e-07	89125093.8133746	1e-09	5.5213e-08
1.77828e-07	100000000.0	1e-09	3.2756689193684445e+63
1.99526e-07	100.0	5.601959955104617e-07	7e-12
1.99526e-07	112.2018454301963	4.991027927668032e-07	7e-12
1.99526e-07	125.89254117941675	4.4501023536975735e-07	7e-12
1.99526e-07	141.2537544622754	3.967253938867042e-07	7e-12
1.99526e-07	158.48931924611142	3.5348419469549667e-07	7e-12
1.99526e-07	177.82794100389228	3.1497783967888095e-07	7e-12
1.99526e-07	199.52623149688787	2.8073075909533366e-07	8e-12
1.99526e-07	223.872113856834	2.50259170076421e-07	8e-12
1.99526e-07	251.18864315095797	2.2302831332496994e-07	8e-12
1.99526e-07	281.8382931264455	1.987421574485003e-07	8e-12
1.99526e-07	316.22776601683796	1.7713729155860981e-07	8e-12
1.99526e-07	354.8133892335753	1.578810478036134e-07	8e-12
1.99526e-07	398.1071705534973	1.4071487201087314e-07	8e-12
1.99526e-07	446.683592150963	1.2541803727013198e-07	8e-12
1.99526e-07	501.18723362727246	1.1177636960024285e-07	9e-12
1.99526e-07	562.341325190349	9.961391294440085e-08	9e-12
1.99526e-07	630.957344480193	8.879121524087076e-08	9e-12
1.99526e-07	707.945784384138	7.912614362310424e-08	9e-12
1.99526e-07	794.3282347242813	7.052287356547588e-08	9e-12
1.99526e-07	891.2509381337459	6.28579191463796e-08	9e-12
1.99526e-07	1000.0	5.601959955104617e-08	9e-12
1.99526e-07	1122.018454301963	4.992752065374667e-08	1e-11
1.99526e-07	1258.9254117941675	4.449794962134369e-08	1e-11
1.99526e-07	1412.537544622754	3.965609990410025e-08	1e-11
1.99526e-07	1584.893192461114	3.533051760057494e-08	1e-11
1.99526e-07	1778.2794100389228	3.1415212374606034e-08	1e-11
1.99526e-07	1995.2623149688789	2.7668779349591468e-08	1e-11
1.99526e-07	2238.72113856834	2.348983682993269e-08	1.1e-11
1.99526e-07	2511.88643150958	1.8017312035307786e-08	1.3e-11
1.99526e-07	2818.382931264455	1.253978238999704e-08	1.5e-11
1.99526e-07	3162.2776601683795	9.82471588205158e-09	1.7e-11
1.99526e-07	3548.133892335753	8.87482912604929e-09	1.7e-11
1.99526e-07	3981.0717055349733	8.26837185500676e-09	1.8e-11
1.99526e-07	4466.835921509631	5.970077927258944e-09	1.8e-11
1.99526e-07	5011.872336272725	6.066664805080239e-09	1.8e-11
1.99526e-07	5623.413251903491	6.162401633870778e-09	1.8e-11
1.99526e-07	6309.57344480193	5.0274759299295705e-09	1.8e-11
1.99526e-07	7079.457843841381	2.165808231568499e-09	2.1e-11
1.99526e-07	7943.282347242814	4.095623252522064e-09	1.9e-11
1.99526e-07	8912.509381337459	3.343335809874593e-09	1.8e-11
1.99526e-07	10000.0	1.3269055176108257e-09	7.566586478684955e+81
1.99526e-07	11220.18454301963	1.5030381363077067e-09	1.7e-11
1.99526e-07	12589.254117941662	1.2971494026713056e-09	1.309e-09
1.99526e-07	14125.375446227554	1.1359520509622423e-09	6.86e-10
1.99526e-07	15848.93192461114	1e-09	1.51e-10
1.99526e-07	17782.794100389227	1e-09	3.35e-10
1.99526e-07	19952.62314968879	1e-09	8.5e-11
1.99526e-07	22387.21138568338	1e-09	1.19e-10
1.99526e-07	25118.864315095823	1e-09	4.9e-11
1.99526e-07	28183.82931264455	1e-09	7.24e-10
1.99526e-07	31622.776601683792	1e-09	5.1e-11
1.99526e-07	35481.33892335753	1e-09	4.249e-09
1.99526e-07	39810.71705534969	1e-09	1.186506e-06
1.99526e-07	44668.359215096345	1e-09	4.91756e-07
1.99526e-07	50118.72336272725	1e-09	1.5286e-08
1.99526e-07	56234.13251903491	1e-09	7.352e-09
1.99526e-07	63095.7344480193	1e-09	2.6673e-08
1.99526e-07	70794.57843841374	1e-09	8.346e-08
1.99526e-07	79432.82347242821	1e-09	1.87659e-07
1.99526e-07	89125.0938133746	1e-09	5.1434e-07
1.99526e-07	100000.0	1e-09	6.855829e-06
1.99526e-07	112201.84543019629	1e-09	6.313061e-06
1.99526e-07	125892.54117941661	1e-09	2.2045502e-05
1.99526e-07	141253.75446227554	1e-09	8.6008228e-05
1.99526e-07	158489.3192461114	1e-09	0.000389125776
1.99526e-07	177827.94100389228	1e-09	0.001766973352
1.99526e-07	199526.2314968879	1e-09	0.009089081549
1.99526e-07	223872.11385683378	1e-09	0.049298079404
1.99526e-07	251188.6431509582	1e-09	0.298971644298
1.99526e-07	281838.2931264455	1e-09	1.737800828749
1.99526e-07	316227.7660168379	1e-09	11.043328726701
1.99526e-07	354813.3892335753	1e-09	85.07461648897
1.99526e-07	398107.1705534969	1e-09	664.966857124677
1.99526e-07	446683.5921509635	1e-09	5906.089174803649
1.99526e-07	501187.2336272725	1e-09	56467.68716165359
1.99526e-07	562341.3251903491	1e-09	657657.8373554199
1.99526e-07	630957.344480193	1e-09	6205831.792990614
1.99526e-07	707945.7843841374	1e-09	82584776.92064457
1.99526e-07	794328.2347242822	1e-09	1068316657.2762944
1.99526e-07	891250.9381337459	1e-09	17298163592.150997
1.99526e-07	1000000.0	1e-09	0.001902085347
1.99526e-07	1122018.4543019629	1e-09	6e-11
1.99526e-07	1258925.411794166	1e-09	2.7e-11
1.99526e-07	1412537.5446227554	1e-09	9.1e-11
1.99526e-07	1584893.1924611141	1e-09	3.094567783987
1.99526e-07	1778279.410038923	1e-09	6.33e-10
1.99526e-07	1995262.3149688789	1e-09	1.37e-10
1.99526e-07	2238721.138568338	1e-09	528.932192048721
1.99526e-07	2511886.4315095823	1e-09	7e-12
1.99526e-07	2818382.931264455	1e-09	9.6e-11
1.99526e-07	3162277.6601683795	1e-09	0.089594221467
1.99526e-07	3548133.892335753	1e-09	6.2e-11
1.99526e-07	3981071.7055349695	1e-09	4.31e-10
1.99526e-07	4466835.921509635	1e-09	1.69e-10
1.99526e-07	5011872.336272725	1e-09	1.32e-10
1.99526e-07	5623413.251903491	1e-09	6.71e-10
1.99526e-07	6309573.44480193	1e-09	1.994e-09
1.99526e-07	7079457.843841373	1e-09	5989.630064029512
1.99526e-07	7943282.347242822	1e-09	3265.878321723353
1.99526e-07	8912509.381337458	1e-09	5.82e-10
1.99526e-07	10000000.0	1e-09	5.84e-10
1.99526e-07	11220184.54301963	1e-09	8.496e-09
1.99526e-07	12589254.117941663	1e-09	3.25e-10
1.99526e-07	14125375.446227554	1e-09	5.8306e-08
1.99526e-07	15848931.924611142	1e-09	9.91e-10
1.99526e-07	17782794.100389227	1e-09	5317408188.271428
1.99526e-07	19952623.149688788	1e-09	3.977e-08
1.99526e-07	22387211.385683376	1e-09	13402937734.18305
1.99526e-07	25118864.315095823	1e-09	2016.043970664366
1.99526e-07	28183829.31264455	1e-09	3.3604698246069854e+19
1.99526e-07	31622776.60168379	1e-09	3.721e-09
1.99526e-07	35481338.92335753	1e-09	1.5048735188025084e+21
1.99526e-07	39810717.05534969	1e-09	5.993e-09
1.99526e-07	44668359.21509635	1e-09	1.574e-09
1.99526e-07	50118723.36272725	1e-09	9.119e-09
1.99526e-07	56234132.51903491	1e-09	2.0459e-08
1.99526e-07	63095734.448019296	1e-09	8.590333e-06
1.99526e-07	70794578.43841374	1e-09	1.4246231588150191e+28
1.99526e-07	79432823.47242822	1e-09	3.903911825076631e+22
1.99526e-07	89125093.8133746	1e-09	4.1114e-08
1.99526e-07	100000000.0	1e-09	2.038449702642721e+61
2.23872e-07	100.0	6.285502449887976e-07	7e-12
2.23872e-07	112.2018454301963	5.600025440780014e-07	7e-12
2.23872e-07	125.89254117941675	4.993096964381278e-07	7e-12
2.23872e-07	141.2537544622754	4.451332132310973e-07	7e-12
2.23872e-07	158.48931924611142	3.966157897524153e-07	7e-12
2.23872e-07	177.82794100389228	3.534109488158695e-07	7e-12
2.23872e-07	199.52623149688787	3.14985092395163e-07	7e-12
2.23872e-07	223.872113856834	2.807954071840379e-07	8e-12
2.23872e-07	251.18864315095797	2.502418833824572e-07	8e-12
2.23872e-07	281.8382931264455	2.229923683050041e-07	8e-12
2.23872e-07	316.22776601683796	1.9875131007382751e-07	8e-12
2.23872e-07	354.8133892335753	1.7714544922018463e-07	8e-12
2.23872e-07	398.1071705534973	1.5788468319093843e-07	8e-12
2.23872e-07	446.683592150963	1.4072135231941976e-07	8e-12
2.23872e-07	501.18723362727246	1.254151494463494e-07	9e-12
2.23872e-07	562.341325190349	1.1176864862884718e-07	9e-12
2.23872e-07	630.957344480193	9.962538208015492e-08	9e-12
2.23872e-07	707.945784384138	8.878099336287055e-08	9e-12
2.23872e-07	794.3282347242813	7.9127965590868e-08	9e-12
2.23872e-07	891.2509381337459	7.052774528125861e-08	9e-12
2.23872e-07	1000.0	6.285502449887976e-08	9e-12
2.23872e-07	1122.018454301963	5.601959955104617e-08	1e-11
2.23872e-07	1258.9254117941675	4.992752065374667e-08	1e-11
2.23872e-07	1412.537544622754	4.449487591804288e-08	1e-11
2.23872e-07	1584.893192461114	3.964331834812639e-08	1e-11
2.23872e-07	1778.2794100389228	3.525412986658195e-08	1e-11
2.23872e-07	1995.2623149688789	3.106991034061568e-08	1e-11
2.23872e-07	2238.72113856834	2.6446000389718318e-08	1.1e-11
2.23872e-07	2511.88643150958	2.0419260043440716e-08	1.3e-11
2.23872e-07	2818.382931264455	1.4227546051491193e-08	1.5e-11
2.23872e-07	3162.2776601683795	1.11198774244556e-08	1.7e-11
2.23872e-07	3548.133892335753	9.769222476662139e-09	1.7e-11
2.23872e-07	3981.0717055349733	8.89467327660083e-09	1.8e-11
2.23872e-07	4466.835921509631	7.12705319003872e-09	1.8e-11
2.23872e-07	5011.872336272725	6.8114566971324475e-09	1.8e-11
2.23872e-07	5623.413251903491	6.603892574785467e-09	1.8e-11
2.23872e-07	6309.57344480193	5.564677500866453e-09	1.8e-11
2.23872e-07	7079.457843841381	2.960192813853854e-09	2e-11
2.23872e-07	7943.282347242814	4.481671291423329e-09	1.9e-11
2.23872e-07	8912.509381337459	3.6850212788516385e-09	1.8e-11
2.23872e-07	10000.0	1.3322324259937556e-09	2.5816656717016426e+63
2.23872e-07	11220.18454301963	1.7221461297775786e-09	1.8e-11
2.23872e-07	12589.254117941662	1.3161033664369087e-09	7.4e-10
2.23872e-07	14125.375446227554	1.2531988855540184e-09	4.46e-10
2.23872e-07	15848.93192461114	1e-09	1.23e-10
2.23872e-07	17782.794100389227	1e-09	2.48e-10
2.23872e-07	19952.62314968879	1e-09	7.3e-11
2.23872e-07	22387.21138568338	1e-09	1.01e-10
2.23872e-07	25118.864315095823	1e-09	4.5e-11
2.23872e-07	28183.82931264455	1e-09	5.18e-10
2.23872e-07	31622.776601683792	1e-09	4e-11
2.23872e-07	35481.33892335753	1e-09	1.476e-09
2.23872e-07	39810.71705534969	1e-09	2.04385e-07
2.23872e-07	44668.359215096345	1e-09	1.10604e-07
2.23872e-07	50118.72336272725	1e-09	5.888e-09
2.23872e-07	56234.13251903491	1e-09	3.118e-09
2.23872e-07	63095.7344480193	1e-09	1.0115e-08
2.23872e-07	70794.57843841374	1e-09	2.9387e-08
2.23872e-07	79432.82347242821	1e-09	6.2299e-08
2.23872e-07	89125.0938133746	1e-09	1.6021e-07
2.23872e-07	100000.0	1e-09	2.545482e-06
2.23872e-07	112201.84543019629	1e-09	1.674018e-06
2.23872e-07	125892.54117941661	1e-09	5.435131e-06
2.23872e-07	141253.75446227554	1e-09	1.9612366e-05
2.23872e-07	158489.3192461114	1e-09	8.1346711e-05
2.23872e-07	177827.94100389228	1e-09	0.000340274967
2.23872e-07	199526.2314968879	1e-09	0.001603245391
2.23872e-07	223872.11385683378	1e-09	0.007968562806
2.23872e-07	251188.6431509582	1e-09	0.0440991278
2.23872e-07	281838.2931264455	1e-09	0.235776219596
2.23872e-07	316227.7660168379	1e-09	1.374358396297
2.23872e-07	354813.3892335753	1e-09	9.620552191862
2.23872e-07	398107.1705534969	1e-09	68.564608412317
2.23872e-07	446683.5921509635	1e-09	552.713407944434
2.23872e-07	501187.2336272725	1e-09	4792.918012190856
2.23872e-07	562341.3251903491	1e-09	50211.13054699527
2.23872e-07	630957.344480193	1e-09	433710.5635004415
2.23872e-07	707945.7843841374	1e-09	5188000.389289609
2.23872e-07	794328.2347242822	1e-09	60771506.156091444
2.23872e-07	891250.9381337459	1e-09	883079900.4185659
2.23872e-07	1000000.0	1e-09	0.000778144048
2.23872e-07	1122018.4543019629	1e-09	5.3e-11
2.23872e-07	1258925.411794166	1e-09	2.5e-11
2.23872e-07	1412537.5446227554	1e-09	7.8e-11
2.23872e-07	1584893.1924611141	1e-09	0.945235447834
2.23872e-07	1778279.410038923	1e-09	4.92e-10
2.23872e-07	1995262.3149688789	1e-09	1.16e-10
2.23872e-07	2238721.138568338	1e-09	135.238392525265
2.23872e-07	2511886.4315095823	1e-09	7e-12
2.23872e-07	2818382.931264455	1e-09	8.4e-11
2.23872e-07	3162277.6601683795	1e-09	0.035410332111
2.23872e-07	3548133.892335753	1e-09	5.6e-11
2.23872e-07	3981071.7055349695	1e-09	3.52e-10
2.23872e-07	4466835.921509635	1e-09	1.58e-10
2.23872e-07	5011872.336272725	1e-09	1.2e-10
2.23872e-07	5623413.251903491	1e-09	6.03e-10
2.23872e-07	6309573.44480193	1e-09	1.687e-09
2.23872e-07	7079457.843841373	1e-09	1669.167807211058
2.23872e-07	7943282.347242822	1e-09	947.54533976466
2.23872e-07	8912509.381337458	1e-09	5.25e-10
2.23872e-07	10000000.0	1e-09	4.82e-10
2.23872e-07	11220184.54301963	1e-09	6.297e-09
2.23872e-07	12589254.117941663	1e-09	2.81e-10
2.23872e-07	14125375.446227554	1e-09	4.0633e-08
2.23872e-07	15848931.924611142	1e-09	8.1e-10
2.23872e-07	17782794.100389227	1e-09	1029911719.3406957
2.23872e-07	19952623.149688788	1e-09	2.8334e-08
2.23872e-07	22387211.385683376	1e-09	2612161354.399216
2.23872e-07	25118864.315095823	1e-09	686.752106148819
